date,holiday,country,iso
2021-08-17,Independence Day,Gabon,GAB
2021-11-01,All Saints' Day,Gabon,GAB
2021-12-25,Christmas Day,Gabon,GAB
2022-01-01,New Year's Day,Gabon,GAB
2022-04-17,Women's Day,Gabon,GAB
2022-04-18,Easter Monday,Gabon,GAB
2022-05-01,Labour Day,Gabon,GAB
2022-05-03,Eid al-Fitr,Gabon,GAB
2022-05-26,Ascension Day,Gabon,GAB
2022-06-06,Whit Monday,Gabon,GAB
2022-07-10,Eid Al Adha,Gabon,GAB
2022-08-15,Assumption Day,Gabon,GAB
2022-08-16,Independence Day Holiday,Gabon,GAB
2022-08-17,Independence Day,Gabon,GAB
2022-11-01,All Saints' Day,Gabon,GAB
2022-12-25,Christmas Day,Gabon,GAB
2016-01-01,New Year's Day,Georgia,GEO
2016-01-02,New Year's Holiday,Georgia,GEO
2016-01-07,Orthodox Christmas,Georgia,GEO
2016-01-19,Orthodox Epiphany,Georgia,GEO
2016-03-03,Mother's Day,Georgia,GEO
2016-03-08,International Women's Day,Georgia,GEO
2016-04-09,Day of National Unity,Georgia,GEO
2016-04-29,Orthodox Good Friday,Georgia,GEO
2016-04-30,Great Saturday,Georgia,GEO
2016-05-01,Orthodox Easter Day,Georgia,GEO
2016-05-02,Orthodox Easter Monday,Georgia,GEO
2016-05-09,Day of Victory over Fascism,Georgia,GEO
2016-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2016-05-26,Independence Day,Georgia,GEO
2016-08-28,Saint Mary's Day,Georgia,GEO
2016-10-14,Day of Svetitskovloba,Georgia,GEO
2016-11-23,Saint George's Day,Georgia,GEO
2017-01-01,New Year's Day,Georgia,GEO
2017-01-02,New Year's Holiday (in lieu),Georgia,GEO
2017-01-07,Orthodox Christmas,Georgia,GEO
2017-01-19,Orthodox Epiphany,Georgia,GEO
2017-03-03,Mother's Day,Georgia,GEO
2017-03-08,International Women's Day,Georgia,GEO
2017-04-09,Day of National Unity,Georgia,GEO
2017-04-14,Orthodox Good Friday,Georgia,GEO
2017-04-15,Great Saturday,Georgia,GEO
2017-04-16,Orthodox Easter Day,Georgia,GEO
2017-04-17,Orthodox Easter Monday,Georgia,GEO
2017-05-09,Day of Victory over Fascism,Georgia,GEO
2017-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2017-05-26,Independence Day,Georgia,GEO
2017-08-28,Saint Mary's Day,Georgia,GEO
2017-10-14,Day of Svetitskovloba,Georgia,GEO
2017-11-23,Saint George's Day,Georgia,GEO
2018-01-01,New Year's Day,Georgia,GEO
2018-01-02,New Year's Holiday,Georgia,GEO
2018-01-07,Orthodox Christmas,Georgia,GEO
2018-01-19,Orthodox Epiphany,Georgia,GEO
2018-03-03,Mother's Day,Georgia,GEO
2018-03-08,International Women's Day,Georgia,GEO
2018-04-06,Orthodox Good Friday,Georgia,GEO
2018-04-07,Great Saturday,Georgia,GEO
2018-04-08,Orthodox Easter Day,Georgia,GEO
2018-04-09,Day of National Unity,Georgia,GEO
2018-04-09,Orthodox Easter Monday,Georgia,GEO
2018-05-09,Day of Victory over Fascism,Georgia,GEO
2018-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2018-05-26,Independence Day,Georgia,GEO
2018-08-28,Saint Mary's Day,Georgia,GEO
2018-10-14,Day of Svetitskovloba,Georgia,GEO
2018-11-23,Saint George's Day,Georgia,GEO
2019-01-01,New Year's Day,Georgia,GEO
2019-01-02,New Year's Holiday,Georgia,GEO
2019-01-07,Orthodox Christmas,Georgia,GEO
2019-01-19,Orthodox Epiphany,Georgia,GEO
2019-03-03,Mother's Day,Georgia,GEO
2019-03-08,International Women's Day,Georgia,GEO
2019-04-09,Day of National Unity,Georgia,GEO
2019-04-26,Orthodox Good Friday,Georgia,GEO
2019-04-27,Great Saturday,Georgia,GEO
2019-04-28,Orthodox Easter Day,Georgia,GEO
2019-04-29,Orthodox Easter Monday,Georgia,GEO
2019-05-09,Day of Victory over Fascism,Georgia,GEO
2019-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2019-05-26,Independence Day,Georgia,GEO
2019-08-28,Saint Mary's Day,Georgia,GEO
2019-10-14,Day of Svetitskovloba,Georgia,GEO
2019-11-23,Saint George's Day,Georgia,GEO
2020-01-01,New Year's Day,Georgia,GEO
2020-01-02,New Year's Holiday,Georgia,GEO
2020-01-07,Orthodox Christmas,Georgia,GEO
2020-01-19,Orthodox Epiphany,Georgia,GEO
2020-03-03,Mother's Day,Georgia,GEO
2020-03-08,International Women's Day,Georgia,GEO
2020-04-09,Day of National Unity,Georgia,GEO
2020-04-17,Orthodox Good Friday,Georgia,GEO
2020-04-18,Great Saturday,Georgia,GEO
2020-04-19,Orthodox Easter Day,Georgia,GEO
2020-04-20,Orthodox Easter Monday,Georgia,GEO
2020-05-09,Day of Victory over Fascism,Georgia,GEO
2020-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2020-05-26,Independence Day,Georgia,GEO
2020-08-28,Saint Mary's Day,Georgia,GEO
2020-10-14,Day of Svetitskovloba,Georgia,GEO
2020-11-23,Saint George's Day,Georgia,GEO
2021-01-01,New Year's Day,Georgia,GEO
2021-01-02,New Year's Holiday,Georgia,GEO
2021-01-07,Orthodox Christmas,Georgia,GEO
2021-01-19,Orthodox Epiphany,Georgia,GEO
2021-03-03,Mother's Day,Georgia,GEO
2021-03-08,International Women's Day,Georgia,GEO
2021-04-09,Day of National Unity,Georgia,GEO
2021-04-30,Orthodox Good Friday,Georgia,GEO
2021-05-01,Great Saturday,Georgia,GEO
2021-05-02,Orthodox Easter Day,Georgia,GEO
2021-05-03,Orthodox Easter Monday,Georgia,GEO
2021-05-04,Public Holiday,Georgia,GEO
2021-05-05,Public Holiday,Georgia,GEO
2021-05-06,Public Holiday,Georgia,GEO
2021-05-07,Public Holiday,Georgia,GEO
2021-05-09,Day of Victory over Fascism,Georgia,GEO
2021-05-10,Public Holiday,Georgia,GEO
2021-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2021-05-26,Independence Day,Georgia,GEO
2021-08-28,Saint Mary's Day,Georgia,GEO
2021-10-14,Day of Svetitskovloba,Georgia,GEO
2021-11-23,Saint George's Day,Georgia,GEO
2022-01-01,New Year's Day,Georgia,GEO
2022-01-02,New Year's Holiday,Georgia,GEO
2022-01-07,Orthodox Christmas,Georgia,GEO
2022-01-19,Orthodox Epiphany,Georgia,GEO
2022-03-03,Mother's Day,Georgia,GEO
2022-03-08,International Women's Day,Georgia,GEO
2022-04-09,Day of National Unity,Georgia,GEO
2022-04-22,Orthodox Good Friday,Georgia,GEO
2022-04-23,Great Saturday,Georgia,GEO
2022-04-24,Orthodox Easter Day,Georgia,GEO
2022-04-25,Orthodox Easter Monday,Georgia,GEO
2022-05-09,Day of Victory over Fascism,Georgia,GEO
2022-05-12,Saint Andrew the First-Called Day,Georgia,GEO
2022-05-26,Independence Day,Georgia,GEO
2022-08-28,Saint Mary's Day,Georgia,GEO
2022-10-14,Day of Svetitskovloba,Georgia,GEO
2022-11-23,Saint George's Day,Georgia,GEO
2016-01-01,New Year's Day,Germany,DEU
2016-01-06,Three King's Day,Germany,DEU
2016-02-08,Fasching,Germany,DEU
2016-03-25,Good Friday,Germany,DEU
2016-03-28,Easter Monday,Germany,DEU
2016-05-01,Labour Day,Germany,DEU
2016-05-05,Ascension Day,Germany,DEU
2016-05-05,Father's Day,Germany,DEU
2016-05-08,Mother's Day,Germany,DEU
2016-05-16,Whit Monday,Germany,DEU
2016-05-26,Corpus Christi,Germany,DEU
2016-08-15,Assumption Day,Germany,DEU
2016-09-17,Oktoberfest,Germany,DEU
2016-10-03,Unity Day,Germany,DEU
2016-10-31,Reformation Day,Germany,DEU
2016-11-01,All Saints' Day,Germany,DEU
2016-11-16,Repentance Day,Germany,DEU
2016-12-25,Christmas Day,Germany,DEU
2016-12-26,St. Stephen's Day,Germany,DEU
2017-01-01,New Year's Day,Germany,DEU
2017-01-06,Three King's Day,Germany,DEU
2017-02-27,Fasching,Germany,DEU
2017-04-14,Good Friday,Germany,DEU
2017-04-17,Easter Monday,Germany,DEU
2017-05-01,Labour Day,Germany,DEU
2017-05-14,Mother's Day,Germany,DEU
2017-05-25,Ascension Day,Germany,DEU
2017-05-25,Father's Day,Germany,DEU
2017-06-05,Whit Monday,Germany,DEU
2017-06-15,Corpus Christi,Germany,DEU
2017-08-15,Assumption Day,Germany,DEU
2017-09-23,Oktoberfest,Germany,DEU
2017-10-03,Unity Day,Germany,DEU
2017-10-31,Reformation Day,Germany,DEU
2017-11-01,All Saints' Day,Germany,DEU
2017-11-22,Repentance Day,Germany,DEU
2017-12-25,Christmas Day,Germany,DEU
2017-12-26,St. Stephen's Day,Germany,DEU
2018-01-01,New Year's Day,Germany,DEU
2018-01-06,Three King's Day,Germany,DEU
2018-02-12,Fasching,Germany,DEU
2018-03-30,Good Friday,Germany,DEU
2018-04-02,Easter Monday,Germany,DEU
2018-05-01,Labour Day,Germany,DEU
2018-05-10,Ascension Day,Germany,DEU
2018-05-10,Father's Day,Germany,DEU
2018-05-13,Mother's Day,Germany,DEU
2018-05-21,Whit Monday,Germany,DEU
2018-05-31,Corpus Christi,Germany,DEU
2018-08-15,Assumption Day,Germany,DEU
2018-09-22,Oktoberfest,Germany,DEU
2018-10-03,Unity Day,Germany,DEU
2018-10-31,Reformation Day,Germany,DEU
2018-10-31,Reformation Day,Germany,DEU
2018-11-01,All Saints' Day,Germany,DEU
2018-11-21,Repentance Day,Germany,DEU
2018-12-25,Christmas Day,Germany,DEU
2018-12-26,St. Stephen's Day,Germany,DEU
2019-01-01,New Year's Day,Germany,DEU
2019-01-06,Three King's Day,Germany,DEU
2019-03-04,Fasching,Germany,DEU
2019-03-08,International Women's Day,Germany,DEU
2019-04-19,Good Friday,Germany,DEU
2019-04-21,Easter Sunday,Germany,DEU
2019-04-22,Easter Monday,Germany,DEU
2019-05-01,Labour Day,Germany,DEU
2019-05-12,Mother's Day,Germany,DEU
2019-05-30,Ascension Day,Germany,DEU
2019-05-30,Father's Day,Germany,DEU
2019-06-10,Whit Monday,Germany,DEU
2019-06-20,Corpus Christi,Germany,DEU
2019-08-15,Assumption Day,Germany,DEU
2019-09-20,World Children's Day,Germany,DEU
2019-09-21,Oktoberfest,Germany,DEU
2019-10-03,German Unity Day,Germany,DEU
2019-10-31,Reformation Day,Germany,DEU
2019-11-01,All Saints' Day,Germany,DEU
2019-11-20,Repentance Day,Germany,DEU
2019-12-25,Christmas Day,Germany,DEU
2019-12-26,St. Stephen's Day,Germany,DEU
2020-01-01,New Year's Day,Germany,DEU
2020-01-06,Three King's Day,Germany,DEU
2020-02-24,Fasching,Germany,DEU
2020-03-08,International Women's Day,Germany,DEU
2020-04-10,Good Friday,Germany,DEU
2020-04-12,Easter Sunday,Germany,DEU
2020-04-13,Easter Monday,Germany,DEU
2020-05-01,Labour Day,Germany,DEU
2020-05-08,Victory in Europe Day,Germany,DEU
2020-05-10,Mother's Day,Germany,DEU
2020-05-21,Ascension Day,Germany,DEU
2020-05-21,Father's Day,Germany,DEU
2020-06-01,Whit Monday,Germany,DEU
2020-06-11,Corpus Christi,Germany,DEU
2020-08-15,Assumption Day,Germany,DEU
2020-09-20,World Children's Day,Germany,DEU
2020-10-03,German Unity Day,Germany,DEU
2020-10-31,Reformation Day,Germany,DEU
2020-11-01,All Saints' Day,Germany,DEU
2020-11-18,Repentance Day,Germany,DEU
2020-12-25,Christmas Day,Germany,DEU
2020-12-26,St. Stephen's Day,Germany,DEU
2021-01-01,New Year's Day,Germany,DEU
2021-01-06,Three King's Day,Germany,DEU
2021-02-15,Fasching,Germany,DEU
2021-03-08,International Women's Day,Germany,DEU
2021-04-02,Good Friday,Germany,DEU
2021-04-04,Easter Sunday,Germany,DEU
2021-04-05,Easter Monday,Germany,DEU
2021-05-01,Labour Day,Germany,DEU
2021-05-09,Mother's Day,Germany,DEU
2021-05-13,Ascension Day,Germany,DEU
2021-05-13,Father's Day,Germany,DEU
2021-05-24,Whit Monday,Germany,DEU
2021-06-03,Corpus Christi,Germany,DEU
2021-08-15,Assumption Day,Germany,DEU
2021-09-18,Oktoberfest,Germany,DEU
2021-09-20,World Children's Day,Germany,DEU
2021-10-03,German Unity Day,Germany,DEU
2021-10-31,Reformation Day,Germany,DEU
2021-11-01,All Saints' Day,Germany,DEU
2021-11-17,Repentance Day,Germany,DEU
2021-12-25,Christmas Day,Germany,DEU
2021-12-26,St. Stephen's Day,Germany,DEU
2022-01-01,New Year's Day,Germany,DEU
2022-01-06,Three King's Day,Germany,DEU
2022-02-28,Fasching,Germany,DEU
2022-03-08,International Women's Day,Germany,DEU
2022-04-15,Good Friday,Germany,DEU
2022-04-17,Easter Sunday,Germany,DEU
2022-04-18,Easter Monday,Germany,DEU
2022-05-01,Labour Day,Germany,DEU
2022-05-08,Mother's Day,Germany,DEU
2022-05-26,Ascension Day,Germany,DEU
2022-05-26,Father's Day,Germany,DEU
2022-06-06,Whit Monday,Germany,DEU
2022-06-16,Corpus Christi,Germany,DEU
2022-08-15,Assumption Day,Germany,DEU
2022-09-17,Oktoberfest,Germany,DEU
2022-09-20,World Children's Day,Germany,DEU
2022-10-03,German Unity Day,Germany,DEU
2022-10-31,Reformation Day,Germany,DEU
2022-11-01,All Saints' Day,Germany,DEU
2022-11-16,Repentance Day,Germany,DEU
2022-12-25,Christmas Day,Germany,DEU
2022-12-26,St. Stephen's Day,Germany,DEU
2016-01-01,New Year's Day,Ghana,GHA
2016-03-07,Independence Day,Ghana,GHA
2016-03-25,Good Friday,Ghana,GHA
2016-03-28,Easter Monday,Ghana,GHA
2016-05-01,Workers' Day,Ghana,GHA
2016-05-02,May Day Holiday,Ghana,GHA
2016-05-25,African Union Day,Ghana,GHA
2016-07-01,Republic Day,Ghana,GHA
2016-07-06,Eid ul-Fitr,Ghana,GHA
2016-09-11,Eidul-Adha,Ghana,GHA
2016-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2016-12-02,Farmer's Day,Ghana,GHA
2016-12-25,Christmas Day,Ghana,GHA
2016-12-26,Boxing Day,Ghana,GHA
2016-12-27,Christmas Holiday,Ghana,GHA
2017-01-01,New Year's Day,Ghana,GHA
2017-01-02,New Year's Day Holiday (in lieu),Ghana,GHA
2017-03-06,Independence Day,Ghana,GHA
2017-04-14,Good Friday,Ghana,GHA
2017-04-17,Easter Monday,Ghana,GHA
2017-05-01,Workers' Day,Ghana,GHA
2017-05-25,African Union Day,Ghana,GHA
2017-06-26,Eid ul-Fitr,Ghana,GHA
2017-07-03,Republic Day,Ghana,GHA
2017-09-01,Eidul-Adha,Ghana,GHA
2017-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2017-12-01,Farmer's Day,Ghana,GHA
2017-12-25,Christmas Day,Ghana,GHA
2017-12-26,Boxing Day,Ghana,GHA
2018-01-01,New Year's Day,Ghana,GHA
2018-03-06,Independence Day,Ghana,GHA
2018-03-30,Good Friday,Ghana,GHA
2018-04-02,Easter Monday,Ghana,GHA
2018-05-01,Workers' Day,Ghana,GHA
2018-05-25,African Union Day,Ghana,GHA
2018-06-15,Eid ul-Fitr,Ghana,GHA
2018-07-01,Republic Day,Ghana,GHA
2018-07-02,Republic Day observed,Ghana,GHA
2018-08-21,Eidul-Adha,Ghana,GHA
2018-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2018-12-07,Farmer's Day,Ghana,GHA
2018-12-25,Christmas Day,Ghana,GHA
2018-12-26,Boxing Day,Ghana,GHA
2019-01-01,New Year's Day,Ghana,GHA
2019-01-07,Constitution Day,Ghana,GHA
2019-03-06,Independence Day,Ghana,GHA
2019-04-19,Good Friday,Ghana,GHA
2019-04-22,Easter Monday,Ghana,GHA
2019-05-01,Workers' Day,Ghana,GHA
2019-05-25,African Union Day,Ghana,GHA
2019-06-05,Eid ul-Fitr,Ghana,GHA
2019-07-01,Republic Day,Ghana,GHA
2019-08-04,Founders' Day,Ghana,GHA
2019-08-05,Founders' Day (in lieu),Ghana,GHA
2019-08-12,Eidul-Adha,Ghana,GHA
2019-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2019-09-23,Kwame Nkrumah Memorial Day (in lieu),Ghana,GHA
2019-12-06,Farmer's Day,Ghana,GHA
2019-12-25,Christmas Day,Ghana,GHA
2019-12-26,Boxing Day,Ghana,GHA
2020-01-01,New Year's Day,Ghana,GHA
2020-01-07,Constitution Day,Ghana,GHA
2020-03-06,Independence Day,Ghana,GHA
2020-04-10,Good Friday,Ghana,GHA
2020-04-13,Easter Monday,Ghana,GHA
2020-05-01,Workers' Day,Ghana,GHA
2020-05-25,Eid ul-Fitr,Ghana,GHA
2020-05-25,African Union Day,Ghana,GHA
2020-07-01,Republic Day,Ghana,GHA
2020-07-31,Eidul-Adha,Ghana,GHA
2020-08-04,Founders' Day,Ghana,GHA
2020-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2020-12-04,Farmer's Day,Ghana,GHA
2020-12-07,Public Holiday,Ghana,GHA
2020-12-25,Christmas Day,Ghana,GHA
2020-12-26,Boxing Day,Ghana,GHA
2020-12-28,Boxing Day (in lieu),Ghana,GHA
2021-01-01,New Year's Day,Ghana,GHA
2021-01-07,Constitution Day,Ghana,GHA
2021-03-06,Independence Day,Ghana,GHA
2021-03-08,Independence Day (in lieu),Ghana,GHA
2021-04-02,Good Friday,Ghana,GHA
2021-04-05,Easter Monday,Ghana,GHA
2021-05-01,Workers' Day,Ghana,GHA
2021-05-03,Workers' Day (in lieu),Ghana,GHA
2021-05-13,Eid ul-Fitr,Ghana,GHA
2021-05-25,African Union Day,Ghana,GHA
2021-07-01,Republic Day,Ghana,GHA
2021-07-20,Eidul-Adha,Ghana,GHA
2021-08-04,Founders' Day,Ghana,GHA
2021-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2021-12-03,Farmer's Day,Ghana,GHA
2021-12-25,Christmas Day,Ghana,GHA
2021-12-26,Boxing Day,Ghana,GHA
2021-12-27,Christmas Day (in lieu),Ghana,GHA
2021-12-28,Boxing Day (in lieu),Ghana,GHA
2022-01-01,New Year's Day,Ghana,GHA
2022-01-03,New Year's Day (in lieu),Ghana,GHA
2022-01-07,Constitution Day,Ghana,GHA
2022-03-06,Independence Day,Ghana,GHA
2022-04-15,Good Friday,Ghana,GHA
2022-04-18,Easter Monday,Ghana,GHA
2022-05-01,Workers' Day,Ghana,GHA
2022-05-02,Workers' Day (in lieu),Ghana,GHA
2022-05-03,Eid ul-Fitr,Ghana,GHA
2022-05-25,African Union Day,Ghana,GHA
2022-07-01,Republic Day,Ghana,GHA
2022-07-10,Eidul-Adha,Ghana,GHA
2022-08-04,Founders' Day,Ghana,GHA
2022-08-05,Founders' Day (in lieu),Ghana,GHA
2022-09-21,Kwame Nkrumah Memorial Day,Ghana,GHA
2022-12-02,Farmer's Day,Ghana,GHA
2022-12-25,Christmas Day,Ghana,GHA
2022-12-26,Boxing Day (in lieu),Ghana,GHA
2022-12-27,Christmas Day (in lieu),Ghana,GHA
2016-01-01,New Year's Day,Gibraltar,GIB
2016-03-14,Commonwealth Day,Gibraltar,GIB
2016-03-25,Good Friday,Gibraltar,GIB
2016-03-28,Easter Monday,Gibraltar,GIB
2016-04-28,Workers' Memorial Day,Gibraltar,GIB
2016-05-02,May Day,Gibraltar,GIB
2016-05-30,Spring Bank Holiday,Gibraltar,GIB
2016-06-13,Queen's Birthday,Gibraltar,GIB
2016-08-29,Late Summer Bank Holiday,Gibraltar,GIB
2016-09-05,National Day (in lieu),Gibraltar,GIB
2016-12-26,Christmas Day (in lieu),Gibraltar,GIB
2016-12-27,Boxing Day,Gibraltar,GIB
2017-01-02,New Year's Day Holiday (in lieu),Gibraltar,GIB
2017-03-13,Commonwealth Day,Gibraltar,GIB
2017-04-14,Good Friday,Gibraltar,GIB
2017-04-17,Easter Monday,Gibraltar,GIB
2017-04-28,Workers' Memorial Day,Gibraltar,GIB
2017-05-01,May Day,Gibraltar,GIB
2017-05-29,Spring Bank Holiday,Gibraltar,GIB
2017-06-19,Queen's Birthday,Gibraltar,GIB
2017-08-28,Late Summer Bank Holiday,Gibraltar,GIB
2017-09-04,National Day (substitute),Gibraltar,GIB
2017-12-25,Christmas Day,Gibraltar,GIB
2017-12-26,Boxing Day,Gibraltar,GIB
2018-01-01,New Year's Day,Gibraltar,GIB
2018-03-12,Commonwealth Day,Gibraltar,GIB
2018-03-30,Good Friday,Gibraltar,GIB
2018-04-02,Easter Monday,Gibraltar,GIB
2018-04-30,Workers' Memorial Day,Gibraltar,GIB
2018-05-01,May Day,Gibraltar,GIB
2018-05-28,Spring Bank Holiday,Gibraltar,GIB
2018-06-11,Queen's Birthday,Gibraltar,GIB
2018-08-27,Late Summer Bank Holiday,Gibraltar,GIB
2018-09-10,National Day,Gibraltar,GIB
2018-12-25,Christmas Day,Gibraltar,GIB
2018-12-26,Boxing Day,Gibraltar,GIB
2019-01-01,New Year's Day,Gibraltar,GIB
2019-03-11,Commonwealth Day,Gibraltar,GIB
2019-04-19,Good Friday,Gibraltar,GIB
2019-04-22,Easter Monday,Gibraltar,GIB
2019-04-29,Workers' Memorial Day,Gibraltar,GIB
2019-05-01,May Day,Gibraltar,GIB
2019-05-27,Spring Bank Holiday,Gibraltar,GIB
2019-06-17,Queen's Birthday,Gibraltar,GIB
2019-08-26,Late Summer Bank Holiday,Gibraltar,GIB
2019-09-10,National Day,Gibraltar,GIB
2019-12-25,Christmas Day,Gibraltar,GIB
2019-12-26,Boxing Day,Gibraltar,GIB
2020-01-01,New Year's Day,Gibraltar,GIB
2020-03-09,Commonwealth Day,Gibraltar,GIB
2020-04-10,Good Friday,Gibraltar,GIB
2020-04-13,Easter Monday,Gibraltar,GIB
2020-04-28,Workers' Memorial Day,Gibraltar,GIB
2020-05-01,May Day,Gibraltar,GIB
2020-05-08,Victory Day,Gibraltar,GIB
2020-05-25,Spring Bank Holiday,Gibraltar,GIB
2020-06-15,Queen's Birthday,Gibraltar,GIB
2020-08-31,Late Summer Bank Holiday,Gibraltar,GIB
2020-09-10,National Day,Gibraltar,GIB
2020-12-25,Christmas Day,Gibraltar,GIB
2020-12-28,Boxing Day (in lieu),Gibraltar,GIB
2021-01-01,New Year's Day,Gibraltar,GIB
2021-02-15,Commonwealth Day,Gibraltar,GIB
2021-04-02,Good Friday,Gibraltar,GIB
2021-04-05,Easter Monday,Gibraltar,GIB
2021-04-28,Workers' Memorial Day,Gibraltar,GIB
2021-05-03,May Day (in lieu),Gibraltar,GIB
2021-05-31,Spring Bank Holiday,Gibraltar,GIB
2021-06-14,Queen's Birthday,Gibraltar,GIB
2021-08-30,Late Summer Bank Holiday,Gibraltar,GIB
2021-09-10,National Day,Gibraltar,GIB
2021-12-27,Christmas Day (in lieu),Gibraltar,GIB
2021-12-28,Boxing Day (in lieu),Gibraltar,GIB
2022-01-01,New Year's Day,Gibraltar,GIB
2022-03-14,Commonwealth Day,Gibraltar,GIB
2022-04-15,Good Friday,Gibraltar,GIB
2022-04-18,Easter Monday,Gibraltar,GIB
2022-04-28,Workers' Memorial Day,Gibraltar,GIB
2022-05-02,May Day,Gibraltar,GIB
2022-05-30,Spring Bank Holiday,Gibraltar,GIB
2022-06-13,Queen's Birthday,Gibraltar,GIB
2022-08-29,Late Summer Bank Holiday,Gibraltar,GIB
2022-09-10,National Day,Gibraltar,GIB
2022-12-25,Christmas Day,Gibraltar,GIB
2022-12-26,Christmas Day (in lieu),Gibraltar,GIB
2022-12-27,Boxing Day (in lieu),Gibraltar,GIB
2016-01-01,New Year's Day,Greece,GRC
2016-01-06,Epiphany,Greece,GRC
2016-03-14,Clean Monday,Greece,GRC
2016-03-25,Independence Day,Greece,GRC
2016-04-29,Orthodox Good Friday,Greece,GRC
2016-05-01,Protomagia,Greece,GRC
2016-05-02,Orthodox Easter Monday,Greece,GRC
2016-06-20,Holy Spirit Monday,Greece,GRC
2016-08-15,Assumption Day,Greece,GRC
2016-10-28,National Anniversary Day,Greece,GRC
2016-12-25,Christmas Day,Greece,GRC
2016-12-26,Synaxis of the Mother of God,Greece,GRC
2017-01-01,New Year's Day,Greece,GRC
2017-01-06,Epiphany,Greece,GRC
2017-02-27,Clean Monday,Greece,GRC
2017-03-25,Independence Day,Greece,GRC
2017-04-14,Orthodox Good Friday,Greece,GRC
2017-04-17,Orthodox Easter Monday,Greece,GRC
2017-05-01,Protomagia,Greece,GRC
2017-06-05,Holy Spirit Monday,Greece,GRC
2017-08-15,Assumption Day,Greece,GRC
2017-10-28,National Anniversary Day,Greece,GRC
2017-12-25,Christmas Day,Greece,GRC
2017-12-26,Synaxis of the Mother of God,Greece,GRC
2018-01-01,New Year's Day,Greece,GRC
2018-01-06,Epiphany,Greece,GRC
2018-02-19,Clean Monday,Greece,GRC
2018-03-25,Independence Day,Greece,GRC
2018-04-06,Orthodox Good Friday,Greece,GRC
2018-04-08,Orthodox Easter Day,Greece,GRC
2018-04-09,Orthodox Easter Monday,Greece,GRC
2018-05-01,Protomagia,Greece,GRC
2018-05-27,Orthodox Pentecost,Greece,GRC
2018-05-28,Holy Spirit Monday,Greece,GRC
2018-08-15,Assumption Day,Greece,GRC
2018-10-28,National Anniversary Day,Greece,GRC
2018-12-25,Christmas Day,Greece,GRC
2018-12-26,Synaxis of the Mother of God,Greece,GRC
2019-01-01,New Year's Day,Greece,GRC
2019-01-06,Epiphany,Greece,GRC
2019-03-11,Clean Monday,Greece,GRC
2019-03-25,Greek Independence Day,Greece,GRC
2019-04-26,Orthodox Good Friday,Greece,GRC
2019-04-28,Orthodox Easter Day,Greece,GRC
2019-04-29,Orthodox Easter Monday,Greece,GRC
2019-05-01,Protomagia,Greece,GRC
2019-06-16,Orthodox Pentecost,Greece,GRC
2019-06-17,Holy Spirit Monday,Greece,GRC
2019-08-15,Assumption Day,Greece,GRC
2019-10-28,National Anniversary Day,Greece,GRC
2019-12-25,Christmas Day,Greece,GRC
2019-12-26,Synaxis of the Mother of God,Greece,GRC
2020-01-01,New Year's Day,Greece,GRC
2020-01-06,Epiphany,Greece,GRC
2020-03-02,Clean Monday,Greece,GRC
2020-03-25,Greek Independence Day,Greece,GRC
2020-04-17,Orthodox Good Friday,Greece,GRC
2020-04-19,Orthodox Easter Day,Greece,GRC
2020-04-20,Orthodox Easter Monday,Greece,GRC
2020-05-01,Protomagia,Greece,GRC
2020-06-07,Orthodox Pentecost,Greece,GRC
2020-06-08,Holy Spirit Monday,Greece,GRC
2020-08-15,Assumption Day,Greece,GRC
2020-10-28,National Anniversary Day,Greece,GRC
2020-12-25,Christmas Day,Greece,GRC
2020-12-26,Synaxis of the Mother of God,Greece,GRC
2021-01-01,New Year's Day,Greece,GRC
2021-01-06,Epiphany,Greece,GRC
2021-03-15,Clean Monday,Greece,GRC
2021-03-25,Greek Independence Day,Greece,GRC
2021-04-30,Orthodox Good Friday,Greece,GRC
2021-05-01,Protomagia,Greece,GRC
2021-05-02,Orthodox Easter Day,Greece,GRC
2021-05-03,Orthodox Easter Monday,Greece,GRC
2021-06-20,Orthodox Pentecost,Greece,GRC
2021-06-21,Holy Spirit Monday,Greece,GRC
2021-08-15,Assumption Day,Greece,GRC
2021-10-28,National Anniversary Day,Greece,GRC
2021-12-25,Christmas Day,Greece,GRC
2021-12-26,Synaxis of the Mother of God,Greece,GRC
2022-01-01,New Year's Day,Greece,GRC
2022-01-06,Epiphany,Greece,GRC
2022-03-07,Clean Monday,Greece,GRC
2022-03-25,Greek Independence Day,Greece,GRC
2022-04-22,Orthodox Good Friday,Greece,GRC
2022-04-24,Orthodox Easter Day,Greece,GRC
2022-04-25,Orthodox Easter Monday,Greece,GRC
2022-05-01,Protomagia,Greece,GRC
2022-06-12,Orthodox Pentecost,Greece,GRC
